elapsed_time_s,elapsed_time_min,phase,is_event_point,semi_major_axis_m,eccentricity,inclination_deg,raan_deg,argument_of_perigee_deg,true_anomaly_deg,position_x_m,position_y_m,position_z_m,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,subsatellite_longitude_deg,subsatellite_latitude_deg,subsatellite_altitude_m,orbit_height_m,mass_kg
147420.0,2457.0,coast,0,32132219.620934866,0.6271224066979331,9.704928205697138,348.2700965652179,217.70147222775614,215.00034127713425,19341517.056703575,34517049.38996648,6452360.288755949,-2709.2926651508046,-342.5925956254279,-151.5650155812765,164.80436470867824,9.271722371123372,33711738.07394254,33711184.438559145,4509.2060765450315
147480.0,2458.0,coast,0,32132224.29610308,0.6271224814172682,9.704926703675062,348.27006778756595,217.70149157227135,215.18937088313606,19178744.184279457,34496108.58128462,6443194.385140006,-2716.4684069933874,-355.4487643547753,-153.96747058569056,164.7449557904307,9.281304809507706,33613919.9872567,33613365.21826493,4509.2060765450315
147540.0,2459.0,coast,0,32132229.04006783,0.6271225571619831,9.704925205212392,348.27003873837407,217.70151111684623,215.3793296997524,19015541.0118139,34474393.80011501,6433883.906892921,-2723.635951072744,-368.39184002105134,-156.38419529974828,164.6864975296511,9.29083209813226,33515642.0137024,33515086.116532125,4509.2060765450315
147600.0,2460.0,coast,0,32132233.854138464,0.6271226339512241,9.704923710504106,348.27000941394556,217.70153086416565,215.57022900790184,18851908.040042154,34451899.80282833,6424427.993247804,-2730.7950002856564,-381.4227988773505,-158.81534289905323,164.62900139402944,9.300303175308693,33416902.96713464,33416345.947361536,4509.2060765450315
147660.0,2461.0,coast,0,32132238.739655923,0.6271227118045974,9.704922219751293,348.26997981052,217.7015508169612,215.76208026651622,18687845.787790004,34428621.28677038,6414825.774181105,-2737.9452486762007,-394.5426322122112,-161.26106876972466,164.57247903111897,9.309716953884342,33317701.65508905,33317143.51843802,4509.2060765450315
147720.0,2462.0,coast,0,32132243.69799376,0.62712279074218,9.704920733161082,348.26994992427177,217.70157097801206,215.95489511622262,18523354.792512454,34404552.88935157,6405076.370278832,-2745.0863811828026,-407.75234663219726,-163.7215305469362,164.51694227202324,9.319072320579702,33218036.878831025,33217477.63117969,4509.2060765450315
147780.0,2463.0,coast,0,32132248.730558973,0.6271228707845358,9.704919250947395,348.2699197513091,217.70159135014595,216.1486853831171,18358435.610847894,34379689.187119156,6395178.892600425,-2752.2180733772607,-421.0529643506138,-166.1968881542023,164.4624031351729,9.328368135306123,33117907.433408722,33117347.08079099,4509.2060765450315
147840.0,2464.0,coast,0,32132253.838793125,0.6271229519527275,9.704917773330564,348.2698892876723,217.70161193623994,216.34346308263292,18193088.819188107,34354024.69481203,6385132.442540268,-2759.33999119544,-434.44552348249994,-168.68730384342726,164.408873830196,9.337603230463111,33017312.107710198,33016750.656319916,4509.2060765450315
147900.0,2465.0,coast,0,32132259.02417318,0.6271230342683328,9.704916300538024,348.2698585293327,217.7016327392219,216.5392404235052,18027315.014264725,34327553.86439763,6374936.111686759,-2766.451790659353,-447.93107834604604,-171.19294223573073,164.35636676188489,9.346776410214494,32916249.684524715,32915687.14071948,4509.2060765450315
147960.0,2466.0,coast,0,32132264.288212728,0.6271231177534584,9.704914832804068,348.2698274721912,217.70165376207103,216.73602981183603,17861114.813752644,34300271.0840905,6364588.981678914,-2773.5531175903247,-461.5106997705854,-173.71397036306433,164.30489453426117,9.355886449742776,32814718.94060856,32814155.31091357,4509.2060765450315
148020.0,2467.0,coast,0,32132269.63246289,0.6271232024307557,9.70491337037058,348.2697961120768,217.70167500781926,216.9338438552621,17694488.856890857,34272170.677352265,6354090.12406045,-2780.643607312912,-475.1854754113142,-176.2505577106343,164.25446995474283,9.364932094480869,32712718.64675557,32712153.937867515,4509.2060765450315
148080.0,2468.0,coast,0,32132275.058513537,0.6271232883234378,9.704911913486878,348.2697644447451,217.70169647955223,217.1326953672278,17527437.80512141,34243246.90187242,6343438.600131293,-2787.7228843492585,-488.956510070896,-178.80287626014479,164.20510603841507,9.373912059320576,32610247.567872256,32609681.786663458,4509.2060765450315
148140.0,2469.0,coast,0,32132280.567994393,0.6271233754552947,9.704910462410014,348.26973246587687,217.70171818041044,217.332597371368,17359962.342746958,34213493.948529676,6332633.460796473,-2794.790562103539,-502.82492602811243,-181.3711005338767,164.1568160124101,9.38282502779688,32507304.46305828,32506737.61658082,4509.2060765450315
148200.0,2470.0,coast,0,32132286.16257628,0.6271234638507113,9.704909017405189,348.2697001710766,217.70174011359023,217.5335631060023,17192063.177607566,34182905.94033338,6321673.746412343,-2801.8462425361377,-516.7918633737228,-183.95540763961748,164.10961332039693,9.391669651247284,32403888.085692048,32403320.18118204,4509.2060765450315
148260.0,2471.0,coast,0,32132291.843972262,0.6271235535346857,9.704907578745912,348.2696675558707,217.70176228234524,217.73560602874537,17023741.041777372,34151476.931344494,6310558.486630082,-2808.8895158271876,-530.8584803537009,-186.5559773164566,164.06351162718482,9.400444547945376,32299997.183521796,32299428.228403777,4509.2060765450315
148320.0,2472.0,coast,0,32132297.613939013,0.6271236445328464,9.704906146714173,348.26963461570625,217.70178468998728,217.9387398212357,16854996.692281768,34119200.90557581,6299286.700236422,-2815.9199600290867,-545.0259537200197,-189.17299198146264,164.01852482344543,9.409148302207642,32195630.498762533,32195060.500653945,4509.2060765450315
148380.0,2473.0,coast,0,32132303.474278048,0.6271237368714725,9.704904721601029,348.26960134594924,217.7018073398878,218.14297839398753,16685830.911835782,34086071.77587087,6287857.394991541,-2822.937140707592,-559.2954790891597,-191.8066367772565,163.97466703055477,9.417779463472678,32090786.7681989,32090215.734914698,4509.2060765450315
148440.0,2474.0,coast,0,32132309.42683717,0.6271238305775123,9.704903303706283,348.2695677418826,217.70183023547895,218.34833589136858,16516244.509604335,34052083.38276118,6276269.567464085,-2829.9406105710723,-573.6682713085164,-194.4570996204968,163.93195260556018,9.426336545351807,31985464.72329436,31984892.66285176,4509.2060765450315
148500.0,2475.0,coast,0,32132315.473511856,0.6271239256786046,9.704901893339631,348.26953379870514,217.70185338025493,218.55482669670823,16346238.321985107,34017229.49330112,6264522.202863247,-2836.9299090874915,-588.145564830894,-197.1245712512925,163.8903961462753,9.434818024650117,31879663.090306852,31879090.01093018,4509.2060765450315
148560.0,2476.0,coast,0,32132321.616246637,0.6271240222030999,9.704900490820085,348.2694995115292,217.70187677777332,218.76246543753933,16175813.213414779,33981503.799880184,6252614.274867851,-2843.904562088662,-602.7286140972656,-199.8092452835589,163.85001249650747,9.443222340356883,31773380.590411358,31772806.500537008,4509.2060765450315
148620.0,2477.0,coast,0,32132327.857036788,0.6271241201800818,9.704899096477,348.26946487537936,217.70190043165647,218.97126699097868,16004970.077199394,33944899.919012025,6240544.745452395,-2850.86408136131,-617.4186939279931,-202.51131825633104,163.81081675142116,9.451547892604282,31666615.93982953,31666040.848111108,4509.2060765450315
148680.0,2478.0,coast,0,32132334.19792972,0.6271242196393896,9.70489771064988,348.26942988519033,217.7019243455927,219.18124648924936,15833709.836369677,33907411.39009969,6228312.564709973,-2857.807964224456,-632.2170999226984,-205.2309896860515,163.77282426304095,9.45979304159332,31559367.849966757,31558791.765280336,4509.2060765450315
148740.0,2479.0,coast,0,32132340.64102668,0.6271243206116427,9.704896333689133,348.2693945358053,217.70194852333776,219.39241932535018,15662033.444562122,33869031.67417668,6215916.670672044,-2864.735693092608,-647.1251488689832,-207.96846211984683,163.7360506458998,9.467956106485772,31451635.0275571,31451057.959006533,4509.2060765450315
148800.0,2480.0,coast,0,32132347.188484523,0.6271244231282632,9.70489496595604,348.2693588219738,217.70197296871632,219.60480115887648,15489941.886926746,33829754.1526232,6203355.989124962,-2871.6467350242374,-662.1441791601977,-210.7239411898084,163.70051178283586,9.476035364260957,31343416.174816124,31342838.13173867,4509.2060765450315
148860.0,2481.0,coast,0,32132353.842517264,0.6271245272215034,9.704893607823424,348.2693227383502,217.70199768562344,219.81840792199642,15317436.181062361,33789572.12585702,6190629.433423227,-2878.5405412549817,-677.2755512224637,-213.4976356682923,163.66622383094233,9.484029048536073,31234709.989602413,31234130.98157432,4509.2060765450315
